SiteEnergyUse,SourceEUI,PropertyGFATotal,BuildinQuality,ConstructioClass,EffYear,YearBuilt,Elevators,HeatinSystem,NumbeOBuildingAggregated,PredominanUse,Shape,Sprinklers,NumberofFloors,PredominantUseCode,HeatinSystemCode
7221482.5,189.5,107930,AVERAGE,MASONRY,25,25,,FORCED AIR UNIT,1,WAREHOUSE DISCOUNT STORE (458),Rect or Slight Irreg,Yes,1,458,FORCED AIR UNIT
1528295.75,84.90000153,39036,AVERAGE,WOOD FRAME,18,81,Yes,COMPLETE HVAC,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,2,494,COMPLETE HVAC
771512.6875,58.70000076,26310,LOW COST,WOOD FRAME,48,95,,WARMED AND COOLED AIR,1,MIXED USE OFFICE (840),Rect or Slight Irreg,Yes,1,840,WARMED AND COOLED AIR
1302192.875,117.1999969,21900,AVERAGE,MASONRY,39,64,,NO HEAT,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,2,407,NO HEAT
15091579,77.40000153,411584,AVERAGE,MASONRY,28,32,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,SPACE HEATERS
1386445.375,130.1000061,33462,AVERAGE,MASONRY,54,54,,NO HEAT,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,NO HEAT
1331469.75,88.19999695,35310,AVERAGE,MASONRY,48,66,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,SPACE HEATERS
605971.1875,27.10000038,65288,LOW COST,WOOD FRAME,58,101,,NO HEAT,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,406,NO HEAT
269016.6875,41,20200,LOW/AVERAGE,STRUCTURAL STEEL,63,118,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,1,407,SPACE HEATERS
2411402.25,95.09999847,79600,LOW COST,MASONRY,102,102,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Very Irreg,No,4,406,SPACE HEATERS
2581741.75,96.09999847,72719,AVERAGE,STRUCTURAL STEEL,33,65,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Very Irreg,No,1,406,SPACE HEATERS
1509292,93.69999695,40189,AVERAGE,PREFAB STEEL,13,21,,HOT WATER-RADIANT,1,"GARAGE, SERVICE REPAIR (528)",Rect or Slight Irreg,Yes,1,528,HOT WATER-RADIANT
2773647.5,105.3000031,76624,AVERAGE,REINFORCED CONCRETE,79,88,Yes,HOT WATER,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,4,344,HOT WATER
1642471.5,95.09999847,41308,AVERAGE,MASONRY,58,66,,SPACE HEATERS,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,1,494,SPACE HEATERS
1464009.25,106.8000031,21708,AVERAGE,WOOD FRAME,30,62,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,2,352,HOT WATER
8570571,472.1000061,91706,AVERAGE/GOOD,REINFORCED CONCRETE,17,17,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,344,COMPLETE HVAC
1639136.25,142.1000061,31774,AVERAGE,WOOD FRAME,28,102,,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,COMPLETE HVAC
2917787.5,95.5,106218,AVERAGE/GOOD,WOOD FRAME,6,12,Yes,ELECTRIC,1,MIXED RETAIL W/RES. UNITS (459),Long Rect or Irreg,Yes,4,459,ELECTRIC
4354499,67.40000153,142586,GOOD,WOOD FRAME,6,9,Yes,ELECTRIC,1,APARTMENT (300),Very Irreg,Yes,7,300,ELECTRIC
19248732,473.6000061,129093,EXCELLENT,STRUCTURAL STEEL,9,10,Yes,COMPLETE HVAC,1,LABORATORIES (496),Rect or Slight Irreg,Yes,5,496,COMPLETE HVAC
1712279.875,107.3000031,92841,AVERAGE,WOOD FRAME,9,19,Yes,ELECTRIC,1,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,Yes,6,352,ELECTRIC
1961581.5,306.2999878,40304,AVERAGE,WOOD FRAME,27,34,,PACKAGE UNIT,1,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,3,341,PACKAGE UNIT
8819864,98.40000153,193946,AVERAGE/GOOD,WOOD FRAME,11,14,Yes,ELECTRIC,1,APARTMENT (300),Very Irreg,Yes,7,300,ELECTRIC
8381834.5,221,138106,AVERAGE,REINFORCED CONCRETE,22,27,,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,344,WARMED AND COOLED AIR
1280263.75,84.5,29619,AVERAGE,MASONRY,28,28,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,SPACE HEATERS
5804784.5,221.1999969,54170,AVERAGE/GOOD,WOOD FRAME,18,24,Yes,COMPLETE HVAC,1,CONVALESCENT HOSPITAL (313),Rect or Slight Irreg,Yes,2,313,COMPLETE HVAC
3626431.5,81.59999847,100386,AVERAGE,MASONRY,29,55,,SPACE HEATERS,2,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,SPACE HEATERS
735907.8125,72.30000305,24354,AVERAGE,MASONRY,49,52,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,1,407,SPACE HEATERS
847419.375,66.5,33600,AVERAGE,MASONRY,59,59,,FORCED AIR UNIT,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,FORCED AIR UNIT
1694930.375,169.8000031,20819,AVERAGE,MASONRY,43,44,,NO HEAT,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,1,406,NO HEAT
1429855.75,134.3000031,23296,AVERAGE,MASONRY,49,51,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,SPACE HEATERS
2409429,93.30000305,56572,AVERAGE,MASONRY,38,45,,FORCED AIR UNIT,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,FORCED AIR UNIT
1758134.625,124,35222,AVERAGE,MASONRY,48,64,,FORCED AIR UNIT,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,406,FORCED AIR UNIT
1610794.75,114.8000031,25520,AVERAGE,MASONRY,58,61,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,Yes,1,407,SPACE HEATERS
819803.6875,83.19999695,35448,GOOD,WOOD FRAME,17,50,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,No,3,352,ELECTRIC WALL
501897.6875,79,23596,AVERAGE,WOOD FRAME,26,49,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL
1228113.5,63.20000076,35864,AVERAGE,WOOD FRAME,33,70,Yes,HOT WATER,1,CHURCH (309),Rect or Slight Irreg,Yes,2,309,HOT WATER
901015.1875,91.90000153,42048,AVERAGE,WOOD FRAME,12,22,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,ELECTRIC WALL
822636.625,53.90000153,20484,GOOD,MASONRY,38,64,,FORCED AIR UNIT,1,CHURCH (309),Rect or Slight Irreg,No,1,309,FORCED AIR UNIT
1849331.25,267.1000061,45264,GOOD,REINFORCED CONCRETE,13,34,,HEAT PUMP,1,MEDICAL OFFICE (341),Rect or Slight Irreg,No,4,341,HEAT PUMP
25471308,246.1999969,320946,GOOD,REINFORCED CONCRETE,13,108,Yes,COMPLETE HVAC,1,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,6,341,COMPLETE HVAC
4262316.5,232.8000031,45082,GOOD,MASONRY,38,45,Yes,ELECTRIC WALL,1,CONVALESCENT HOSPITAL (313),Rect or Slight Irreg,No,4,313,ELECTRIC WALL
2602213.75,142.3000031,72613,AVERAGE,REINFORCED CONCRETE,28,34,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,344,WARMED AND COOLED AIR
1433504.375,97.40000153,20931,AVERAGE,WOOD FRAME,28,56,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,2,352,HOT WATER
1338373.5,65,57495,AVERAGE,WOOD FRAME,6,6,Yes,COMPLETE HVAC,1,MIXED RETAIL W/RES. UNITS (459),Very Irreg,Yes,6,459,COMPLETE HVAC
1519952.125,81.90000153,36071,AVERAGE,MASONRY,58,50,,HEAT PUMP,1,MIXED USE RETAIL (830),Rect or Slight Irreg,Yes,1,830,HEAT PUMP
2108861.75,240.8999939,38352,GOOD,WOOD FRAME,23,28,,HEAT PUMP,1,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,2,341,HEAT PUMP
588969.8125,86.80000305,21300,AVERAGE,WOOD FRAME,26,52,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,2,352,ELECTRIC WALL
23853556,114.3000031,619416,AVERAGE,STRUCTURAL STEEL,4,4,Yes,ELECTRIC,2,MIXED RETAIL W/RES. UNITS (459),Very Irreg,Yes,26,459,ELECTRIC
8839812,587.5,32822,AVERAGE,MASONRY,18,53,,WARMED AND COOLED AIR,1,SUPERMARKET (446),Rect or Slight Irreg,No,1,446,WARMED AND COOLED AIR
677642.125,105.5999985,20144,AVERAGE,WOOD FRAME,28,57,No,ELECTRIC,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,2,352,ELECTRIC
809291.8125,61.59999847,20385,AVERAGE,WOOD FRAME,38,68,,FORCED AIR UNIT,1,CHURCH (309),Rect or Slight Irreg,No,2,309,FORCED AIR UNIT
216115,27.89999962,24295,GOOD,MASONRY,53,72,,FORCED AIR UNIT,1,CHURCH (309),Rect or Slight Irreg,No,1,309,FORCED AIR UNIT
620994.3125,96,20317,AVERAGE,MASONRY,18,51,Yes,COMPLETE HVAC,1,MEDICAL OFFICE (341),Rect or Slight Irreg,,2,341,COMPLETE HVAC
587775.5,77.40000153,20979,GOOD,WOOD FRAME,24,34,No,HEAT PUMP,1,GROUP CARE HOME (424),Very Irreg,Yes,2,424,HEAT PUMP
1888344.25,98.90000153,58523,AVERAGE,WOOD FRAME,17,30,No,ELECTRIC WALL,9,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,Yes,3,352,ELECTRIC WALL
3133849.5,137.8999939,43615,LOW COST,MASONRY,48,48,No,ELECTRIC WALL,1,GROUP CARE HOME (424),Rect or Slight Irreg,No,1,424,ELECTRIC WALL
5417598,131.5,94713,AVERAGE,MASONRY,13,13,,SPACE HEATERS,1,WAREHOUSE DISCOUNT STORE (458),Approx Square,Yes,1,458,SPACE HEATERS
1011965.375,109.9000015,35176,GOOD,WOOD FRAME,14,14,Yes,FORCED AIR UNIT,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,5,494,FORCED AIR UNIT
1564891.75,80.30000305,36701,AVERAGE,MASONRY,48,59,,HOT WATER,1,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,1,365,HOT WATER
5965171,90.30000305,198233,AVERAGE,WOOD FRAME,7,6,Yes,COMPLETE HVAC,1,APARTMENT (300),Long Rect or Irreg,Yes,6,300,COMPLETE HVAC
3761647,80,131034,AVERAGE/GOOD,WOOD FRAME,3,3,Yes,ELECTRIC,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,ELECTRIC
549181.375,21.700000760000002,75397,AVERAGE/GOOD,MASONRY,22,27,Yes,HEAT PUMP,1,"MINI WAREHOUSE, HI-RISE (525)",Rect or Slight Irreg,Yes,3,525,HEAT PUMP
1418915.875,95.69999695,54871,AVERAGE,WOOD FRAME,12,31,Yes,ELECTRIC,1,APARTMENT (300),Very Irreg,Yes,4,300,ELECTRIC
743528.125,52.5,20000,LOW COST,MASONRY,48,92,,HOT WATER,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,Yes,1,494,HOT WATER
2070005.625,81.80000305,42000,AVERAGE,REINFORCED CONCRETE,38,64,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,406,SPACE HEATERS
746858.1875,104,22553,AVERAGE,REINFORCED CONCRETE,37,90,Yes,HOT WATER,1,APARTMENT (300),Very Irreg,Yes,4,300,HOT WATER
1104367.625,59.20000076,27504,AVERAGE/GOOD,WOOD FRAME,25,109,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,Yes,3,352,HOT WATER
710825.1875,95.5,24084,AVERAGE,WOOD FRAME,23,98,Yes,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,Yes,3,352,HOT WATER
8555790,54,439604,GOOD,REINFORCED CONCRETE,4,14,Yes,FORCED AIR UNIT,1,APARTMENT (300),Very Irreg,Yes,6,300,FORCED AIR UNIT
899817.125,103.4000015,27320,AVERAGE,WOOD FRAME,26,49,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL
1274049.75,62,29874,AVERAGE,REINFORCED CONCRETE,38,56,,HOT WATER,1,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,3,365,HOT WATER
410433.0938,57.90000153,22252,AVERAGE,WOOD FRAME,30,70,No,ELECTRIC,1,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,Yes,2,352,ELECTRIC
992794.6875,59,20140,AVERAGE/GOOD,MASONRY,32,53,,HOT WATER,1,CHURCH (309),Rect or Slight Irreg,No,1,309,HOT WATER
421389.4063,64.5,23420,AVERAGE,WOOD FRAME,26,52,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL
4653535,420.7000122,36140,AVERAGE,REINFORCED CONCRETE,53,56,,ELECTRIC WALL,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,No,3,494,ELECTRIC WALL
8163413,495,47963,AVERAGE,WOOD FRAME,21,27,Yes,COMPLETE HVAC,1,MIXED USE RETAIL (830),Very Irreg,Yes,2,830,COMPLETE HVAC
415364.5938,34.29999924,23903,AVERAGE,REINFORCED CONCRETE,58,88,,HOT WATER,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,1,406,HOT WATER
313528.0938,38.09999847,25840,AVERAGE,MASONRY,58,62,,SPACE HEATERS,1,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,2,407,SPACE HEATERS
1268459,54.90000153,45145,AVERAGE,MASONRY,28,30,Yes,HEAT PUMP,1,MEDICAL OFFICE (341),Rect or Slight Irreg,No,1,341,HEAT PUMP
1981115.25,134.6000061,70332,AVERAGE,MASONRY,17,17,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,344,COMPLETE HVAC
3890340,118,88449,AVERAGE,WOOD FRAME,7,8,Yes,ELECTRIC,1,MIXED RETAIL W/RES. UNITS (459),Very Irreg,Yes,4,459,ELECTRIC
4027134.75,81.30000305,135955,AVERAGE,WOOD FRAME,22,40,Yes,ELECTRIC,1,APARTMENT (300),Long Rect or Irreg,,3,300,ELECTRIC
14751117,223.8000031,302902,GOOD,REINFORCED CONCRETE,8,10,Yes,COMPLETE HVAC,1,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,9,341,COMPLETE HVAC
2823792.25,95.90000153,97490,GOOD,WOOD FRAME,6,10,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,Yes,7,300,ELECTRIC WALL
1162120.375,114.5999985,30985,AVERAGE,WOOD FRAME,23,107,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,5,300,ELECTRIC WALL
3432655,117.8000031,109874,AVERAGE,WOOD FRAME,13,27,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,ELECTRIC WALL
10769230,100.4000015,212938,GOOD,REINFORCED CONCRETE,22,51,Yes,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,No,17,300,HOT WATER
1721727.25,81.59999847,32688,AVERAGE,MASONRY,28,88,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,HOT WATER
2944680.75,93.69999695,50145,AVERAGE,MASONRY,25,70,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,HOT WATER
1872278.625,103.8000031,24900,AVERAGE,MASONRY,33,98,No,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,HOT WATER
1988760.875,96.90000153,25380,AVERAGE,MASONRY,28,89,No,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,HOT WATER
13491170,207.6000061,332781,GOOD,STRUCTURAL STEEL,6,12,Yes,FORCED AIR UNIT,1,APARTMENT (300),Rect or Slight Irreg,Yes,17,300,FORCED AIR UNIT
2960377.25,92.19999695,54770,AVERAGE,MASONRY,29,116,Yes,HOT WATER-RADIANT,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,HOT WATER-RADIANT
400354.3125,42.90000153,33872,AVERAGE/GOOD,MASONRY,30,112,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL
1403820,81.09999847,54372,GOOD,REINFORCED CONCRETE,23,48,Yes,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,7,344,HEAT PUMP
831071.3125,108.5999985,24039,AVERAGE,WOOD FRAME,30,62,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL
3014332,97.30000305,45564,AVERAGE,REINFORCED CONCRETE,29,58,Yes,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,No,7,300,HOT WATER
1515854.875,105.5,25316,AVERAGE/GOOD,WOOD FRAME,22,93,No,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,HOT WATER
1859782.625,114.3000031,51098,AVERAGE,MASONRY,29,61,No,ELECTRIC,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC
1195351.25,87.40000153,57042,AVERAGE/GOOD,WOOD FRAME,8,19,Yes,ELECTRIC,1,APARTMENT (300),Very Irreg,Yes,6,300,ELECTRIC
1245923.75,123.9000015,21282,AVERAGE,MASONRY,38,62,Yes,HOT WATER,1,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,3,341,HOT WATER
1356874.75,116.3000031,25151,AVERAGE,MASONRY,43,59,Yes,HOT WATER,1,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,3,341,HOT WATER
9941308,175.6000061,275130,GOOD,REINFORCED CONCRETE,15,15,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Long Rect or Irreg,Yes,5,344,COMPLETE HVAC
15067340,236.3000031,319911,GOOD,STRUCTURAL STEEL,28,45,Yes,WARMED AND COOLED AIR,1,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,19,341,WARMED AND COOLED AIR
2640980.25,112.9000015,35770,GOOD,REINFORCED CONCRETE,33,90,Yes,HOT WATER,1,"HOTEL, LIMITED (332)",Rect or Slight Irreg,No,6,332,HOT WATER
2746152,73.40000153,51900,GOOD,MASONRY,27,93,Yes,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,No,5,300,HOT WATER
3239754,137.6000061,48006,AVERAGE,MASONRY,33,90,Yes,HOT WATER,1,"HOTEL, LIMITED (332)",Approx Square,No,9,332,HOT WATER
8138616.5,124.6999969,205521,AVERAGE,MASONRY,33,118,,FORCED AIR UNIT,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,6,344,FORCED AIR UNIT
3065954.5,170.3999939,56700,AVERAGE,MASONRY,31,118,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,344,WARMED AND COOLED AIR
5144392,327.1000061,29631,AVERAGE,MASONRY,53,58,,WARMED AND COOLED AIR,1,MIXED USE RETAIL (830),Rect or Slight Irreg,No,2,830,WARMED AND COOLED AIR
1625308.625,154.6999969,23472,GOOD,WOOD FRAME,29,29,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,2,344,WARMED AND COOLED AIR
10105379,254.3000031,102796,AVERAGE,MASONRY,19,19,Yes,COMPLETE HVAC,1,MIXED RETAIL W/RES. UNITS (459),Long Rect or Irreg,Yes,5,459,COMPLETE HVAC
2796425,227.6999969,21315,AVERAGE,REINFORCED CONCRETE,45,45,,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,2,344,WARMED AND COOLED AIR
2729167.75,116.1999969,72000,AVERAGE,REINFORCED CONCRETE,38,93,,STEAM,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,No,4,406,STEAM
1325597.625,121.8000031,54224,AVERAGE,WOOD FRAME,16,30,No,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,Yes,4,300,ELECTRIC WALL
939413.625,71.59999847,20928,AVERAGE,WOOD FRAME,31,104,No,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,HOT WATER
588492.5,93.09999847,23150,AVERAGE,MASONRY,23,55,No,HOT WATER-RADIANT,1,APARTMENT (300),Long Rect or Irreg,No,4,300,HOT WATER-RADIANT
1013823,63.29999924,37151,AVERAGE,MASONRY,25,58,Yes,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,HOT WATER
7042343,154.3000031,130284,AVERAGE,WOOD FRAME,4,5,Yes,ELECTRIC,1,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,Yes,6,459,ELECTRIC
636744.375,112,24962,AVERAGE/GOOD,REINFORCED CONCRETE,5,6,Yes,FORCED AIR UNIT,1,APARTMENT (300),Approx Square,Yes,6,300,FORCED AIR UNIT
1869730.5,95,73830,GOOD,MASONRY,8,21,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,Yes,7,300,ELECTRIC WALL
2080866.75,97.5,77577,AVERAGE,REINFORCED CONCRETE,14,24,No,ELECTRIC WALL,1,APARTMENT (300),Long Rect or Irreg,No,6,300,ELECTRIC WALL
4189569.25,156.8000031,51976,AVERAGE,MASONRY,33,109,,HOT WATER,1,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,No,6,459,HOT WATER
2664475.5,69,54572,AVERAGE,MASONRY,23,92,Yes,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,Yes,7,300,HOT WATER
331059.5,36.09999847,24600,GOOD,MASONRY,48,108,,HOT WATER,1,CHURCH (309),Rect or Slight Irreg,No,2,309,HOT WATER
2531070.25,115.5999985,104452,AVERAGE/GOOD,WOOD FRAME,7,17,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,8,300,ELECTRIC WALL
1031667.5,124.0999985,27544,AVERAGE,MASONRY,28,101,,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,3,344,COMPLETE HVAC
1334125.125,93.59999847,21264,AVERAGE,WOOD FRAME,29,108,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,No,3,352,HOT WATER
1487769.5,109.0999985,63102,AVERAGE,WOOD FRAME,14,26,Yes,ELECTRIC,1,APARTMENT (300),Rect or Slight Irreg,Yes,6,300,ELECTRIC
2195160,110.9000015,26694,AVERAGE/GOOD,MASONRY,22,93,No,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,No,6,300,HOT WATER
10040121,175.3999939,116947,GOOD,STRUCTURAL STEEL,15,15,Yes,COMPLETE HVAC,1,GROUP CARE HOME (424),Long Rect or Irreg,Yes,7,424,COMPLETE HVAC
826488.6875,76.09999847,24200,LOW COST,MASONRY,28,50,,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,1,344,HEAT PUMP
1241410.5,87.5,31457,AVERAGE,MASONRY,30,70,No,FORCED AIR UNIT,2,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,No,2,352,FORCED AIR UNIT
1893293.125,94.80000305,26246,AVERAGE,MASONRY,23,101,No,HOT WATER,1,APARTMENT (300),Very Irreg,Yes,4,300,HOT WATER
2024367.75,70.80000305,67304,AVERAGE,MASONRY,17,93,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,352,HOT WATER
1131770.625,74.30000305,22800,AVERAGE,WOOD FRAME,34,111,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,HOT WATER
1072151.375,140.3000031,27600,AVERAGE,MASONRY,39,96,,HEAT PUMP,1,RETAIL STORE (353),Rect or Slight Irreg,No,3,353,HEAT PUMP
592999.1875,69.80000305,26684,AVERAGE,WOOD FRAME,34,111,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,HOT WATER
3694541.25,72,72576,AVERAGE,WOOD FRAME,26,95,Yes,HOT WATER,1,APARTMENT (300),Long Rect or Irreg,Yes,6,300,HOT WATER
2621041,114,33279,AVERAGE,MASONRY,23,92,Yes,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,Yes,6,300,HOT WATER
1735538.25,86.80000305,57504,AVERAGE,REINFORCED CONCRETE,26,93,Yes,HOT WATER,1,APARTMENT (300),Long Rect or Irreg,Yes,8,300,HOT WATER
1732954.25,105.3000031,25536,AVERAGE,MASONRY,44,112,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,No,3,352,HOT WATER
4225362.5,66.90000153,153767,AVERAGE,WOOD FRAME,7,7,Yes,HEAT PUMP,1,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,Yes,6,459,HEAT PUMP
2662054.25,211.1999969,24476,AVERAGE,MASONRY,28,94,,HEAT PUMP,1,RETAIL STORE (353),Rect or Slight Irreg,No,2,353,HEAT PUMP
779204.875,89.59999847,27320,AVERAGE,WOOD FRAME,34,110,Yes,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,Yes,5,300,HOT WATER
782343.8125,63.5,24750,LOW/AVERAGE,MASONRY,38,108,,HOT WATER,1,RETAIL STORE (353),Rect or Slight Irreg,Yes,2,353,HOT WATER
941366.5,71.90000153,27792,AVERAGE,MASONRY,26,94,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,352,ELECTRIC WALL
1815371.25,112.1999969,23600,AVERAGE,MASONRY,34,110,Yes,HOT WATER-RADIANT,1,APARTMENT (300),Rect or Slight Irreg,No,5,300,HOT WATER-RADIANT
682249.625,72.30000305,35138,AVERAGE,WOOD FRAME,23,54,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,ELECTRIC WALL
1335007.875,95,20340,AVERAGE,WOOD FRAME,32,102,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,HOT WATER
2676594.75,95.59999847,46527,AVERAGE,MASONRY,30,58,Yes,HOT WATER,1,APARTMENT (300),Very Irreg,No,5,300,HOT WATER
